platform,title,caption,hashtags,keywords,likes,comments,shares,date,trend_score,trend_category,trend_class,url
Facebook,ใครกดทันบ้างบอกพวกเราหน่อย!!🧑🏻‍🍳🥖🧈✨Holiday Pastry,"ใครกดทันบ้างบอกพวกเราหน่อย!!🧑🏻‍🍳🥖🧈✨Holiday Pastry Shio Pan 塩パン – เปิด Delivery วันแรกหมดพรึบทันตา ทุกคนสุดยอดมากๆๆๆ🧡🧡🧡 พวกเราขอบคุณจากใจที่ชื่นชอบ “ชิโอะปัง” ขนมปังเกลือของพวกเรานะคะ เนื่องจากเราอบสดใหม่ทุกวัน และทำมือทุกชิ้น เพื่อความกรอบ ฉ่ำ นุ่ม อร่อยที่สุด ตอนนี้เรากำลังเร่งเพิ่มกำลังผลิตให้เพียงพอสำหรับทุกคนน้าา รับรองอร่อยคุ้มค่าทุกการรอคอย🫰🏻 ช่องทางการซื้อ (เติมสต็อค 10 โมงเช้าของทุกวัน) 📍 Walk-in: OURS เจริญนคร 10, CentralWorld ชั้น 7 📲 LINE OA: @holidaypastry 🛵 Delivery: Grab / Lineman #ShioPan #HolidayPastry #SoldOutIn1Minute #ShioPanbyHolidayPastry #ขนมปังที่ต้องลอง #ขนมปังเกลือในตำนาน #ShioPanที่ทุกคนต้องต่อคิว #เมนูใหม่ #ขนมปังเกลือ #artisanbread #ชิโอะปัง #freshlybaked #พิเศษสุด #เบเกอรี่ที่ดีที่สุด #ขนมปังมืออาชีพ #QualityBakery #HandcraftedPastry #อาหารอร่อยต้องลอง #ลองก่อนใคร #ไม่อยากพลาด #maxky_rp #แม็กกี้รชต #innsarin #อินสาริน","#ShioPan, #HolidayPastry, #SoldOutIn1Minute, #ShioPanbyHolidayPastry, #ขนมปังที่ต้องลอง, #ขนมปังเกลือในตำนาน, #ShioPanที่ทุกคนต้องต่อคิว, #เมนูใหม่, #ขนมปังเกลือ, #artisanbread, #ชิโอะปัง, #freshlybaked, #พิเศษสุด, #เบเกอรี่ที่ดีที่สุด, #ขนมปังมืออาชีพ, #QualityBakery, #HandcraftedPastry, #อาหารอร่อยต้องลอง, #ลองก่อนใคร, #ไม่อยากพลาด, #maxky_rp, #แม็กกี้รชต, #innsarin, #อินสาริน","แม็กกี้รชต, เบเกอรี่ที่ดีที่สุด, โมงเช้าของทุกวัน, และทำมือทุกชิ้น, เจริญนคร, bread",50,1,4,2024-01-12T15:47:34Z,9e-06,bakery,bread,https://www.facebook.com/reel/2050678805345701/
Facebook,เตรียมรับความฟิน!!! Holiday Pastry Shio Pan 塩パン พ่,เตรียมรับความฟิน!!! Holiday Pastry Shio Pan 塩パン พ่อค้าขนมปังแม็กอินท้า 100 กล่องแรกซื้อให้ทัน! 🍞🧈✨ 📍 เจอกันที่ Holiday Pastry @CentralWorld ชั้น 7 เวลา 17:30น. มากันเยอะๆน้า *เนื่องจากสินค้ามีจำนวนจำกัดเพียง 100 กล่อง เราขอสงวนสิทธิ์จำหน่ายให้ท่านละ 1 กล่องนะครับ #HolidayPastry #ShioPanbyHolidayPastry #ขนมปังที่ต้องลอง #ขนมปังเกลือในตำนาน #ShioPanที่ทุกคนต้องต่อคิว #เมนู ใหม่ #ขนมปังเกลือ #artisanbread #Shiopan #ชิโอะปัง #freshlybaked #พิเศษสุด #เบเกอรี่ที่ดีที่สุด #ขนมปังมืออาชีพ #QualityBakery #HandcraftedPastry #อาหารอร่อยต้องลอง #เมนูใหม่ #ลองก่อนใคร #ไม่อยากพลาด,"#HolidayPastry, #ShioPanbyHolidayPastry, #ขนมปังที่ต้องลอง, #ขนมปังเกลือในตำนาน, #ShioPanที่ทุกคนต้องต่อคิว, #เมนู, #ขนมปังเกลือ, #artisanbread, #Shiopan, #ชิโอะปัง, #freshlybaked, #พิเศษสุด, #เบเกอรี่ที่ดีที่สุด, #ขนมปังมืออาชีพ, #QualityBakery, #HandcraftedPastry, #อาหารอร่อยต้องลอง, #เมนูใหม่, #ลองก่อนใคร, #ไม่อยากพลาด","เนื่องจากสินค้ามีจำนวนจำกัดเพียง, ใหม่, เบเกอรี่ที่ดีที่สุด, bread, เมนูใหม่, เวลา",1331,7,4,2024-03-14T15:47:34Z,0.000193,bakery,bread,https://www.facebook.com/reel/1990389074780062/
TikTok,"Thank you naka✨💖, How to Love with K’ arinanocha","Thank you naka✨💖, How to Love with K’ @arinanocha",,other,8,2,6,2025-06-18T15:47:34Z,4e-06,bakery,other,https://www.facebook.com/reel/1765530507368930/
Instagram,เค้กหมุน “Petite Party Cake🎶✨” ** ตอนนี้คิวเต็มถึง,เค้กหมุน “Petite Party Cake🎶✨” ** ตอนนี้คิวเต็มถึงวันที่ 25 พ.ค. แล้วนะค้า ** . #BAKERXFLORIST #AsGoodAsItsLook #bxfcake . . #เค้ก #เค้กด่วน #เค้กอร่อย #เค้กน่ารัก #ร้านเค้ก #เค้กวันเกิด #เค้กสั่งทำ #เค้กครบรอบ #เค้กให้แฟน,"#BAKERXFLORIST, #AsGoodAsItsLook, #bxfcake, #เค้ก, #เค้กด่วน, #เค้กอร่อย, #เค้กน่ารัก, #ร้านเค้ก, #เค้กวันเกิด, #เค้กสั่งทำ, #เค้กครบรอบ, #เค้กให้แฟน","เค้กครบรอบ, ตอนนี้คิวเต็มถึง, ตอนนี้คิวเต็มถึงวันที่, เค้กหมุน, cake, เค้กอร่อย",4,0,1,2024-03-23T15:47:34Z,1e-06,bakery,cake,https://www.facebook.com/reel/664307769757324/
Facebook,เค้กหมุน 5 ชิ้นที่ฮอตที่สุดตอนนี้!❤️‍🔥 ตอนนี้คิวจอ,เค้กหมุน 5 ชิ้นที่ฮอตที่สุดตอนนี้!❤️‍🔥 ตอนนี้คิวจองเร็วที่สุดคือวันที่ 27 พ.ค. นะค้าา🥺🙇🏻‍♂️ . #BAKERXFLORIST #AsGoodAsItsLook #bxfcake . . #เค้ก #เค้กด่วน #เค้กอร่อย #เค้กน่ารัก #ร้านเค้ก #เค้กวันเกิด #เค้กสั่งทำ #เค้กครบรอบ #เค้กให้แฟน,"#BAKERXFLORIST, #AsGoodAsItsLook, #bxfcake, #เค้ก, #เค้กด่วน, #เค้กอร่อย, #เค้กน่ารัก, #ร้านเค้ก, #เค้กวันเกิด, #เค้กสั่งทำ, #เค้กครบรอบ, #เค้กให้แฟน","เค้กครบรอบ, ชิ้นที่ฮอตที่สุดตอนนี้, เค้กอร่อย, เค้กหมุน, cake, ตอนนี้คิวจอ",12,1,6,2025-03-08T15:47:34Z,5e-06,bakery,cake,https://www.facebook.com/reel/692372846890271/
Instagram,😍🥰งู้ย😘🫶🥖🥖🥖,😍🥰งู้ย😘🫶🥖🥖🥖,,"งู้ย, other",6,0,0,2024-12-13T15:47:34Z,1e-06,bakery,other,https://www.facebook.com/AuBonPainThailand/posts/pfbid0uiSSkUMCYZcLgZabgKg6AwixsVqo9SdLoNHDLSHXZvzYpTBjZWv8RYQB5TNb3ew7l
Instagram,ขนมเบเกอรี่ other,😍🥰🫶🥖🥖🥖🥖,,"other, ขนมเบเกอรี่",15,0,0,2024-11-13T15:47:34Z,2e-06,bakery,other,https://www.facebook.com/AuBonPainThailand/posts/pfbid02sCKF65caxC2LKoVMT6FCg6eAMe6j5NEi98H42vjKGx3Dy2aLNmKpaucagDzAvR6wl
Instagram,ขนมเบเกอรี่ other,🥰🥰🥰🥰,,"other, ขนมเบเกอรี่",12,0,2,2024-06-17T15:47:34Z,3e-06,bakery,other,https://www.facebook.com/AuBonPainThailand/posts/pfbid0vg8syqGG1a5zQEz9PPzoSz5ASTTykJVV73e8YHEAtFocBepwJK65JJhJaZsuWvWUl
Instagram,น่าสนใจ การบินไทย TG x Indus : Flavour of India เส,"น่าสนใจ การบินไทย TG x Indus : Flavour of India เสิร์ฟแป้งนาน (Naan) ที่ไม่มีสายการบินไหนเคยเสิร์ฟ มาก่อนคือ แคชมิรี่นาน(Kashmiri Naan) ที่มีไส้ถั่ว ลูกเกด แล้วส่วนตัว ผมว่าร้านนี้อร่อย ชอบมากครับ เครื่องเทศ รสชาติ ความเข้มข้น ใดๆ ตรงตามร้านเป๊ะ ซึ่งเมนูจะเวียนสลับกันไป จากแหล่งท้องถิ่นทั้ง 4 แห่ง พรมแดนเหนือ, แคว้นแคชเมียร์, ดินแดนราชสถาน และ อาหารพื้นบ้านชายฝั่งอินเดีย ฟีลชายทะเล เจอกับเมนูเหล่านี้ได้บน สายการบินไทย 8 จุดบิน ในอินเดีย ได้แก่ อาห์เมดาบัด เบงกาลูรู เจนไน นิวเดลี ไฮเดอราบัด โกลกาตา มุมไบ รวมถึงเส้นทางคยาที่ให้ บริการในช่วงฤดูหนาว #THAIxIndus #การบินไทยพาเที่ยวอินเดีย #FlavorsofIndia #Thaiairways #NewRoyalSilkMenu","#THAIxIndus, #การบินไทยพาเที่ยวอินเดีย, #FlavorsofIndia, #Thaiairways, #NewRoyalSilkMenu","other, แคชมิรี่นาน, การบินไทย, เส, รวมถึงเส้นทางคยาที่ให้, ดินแดนราชสถาน",713,25,76,2025-08-24T15:47:34Z,0.000141,bakery,other,https://www.facebook.com/eatwithpete/posts/1345375133623511
Facebook,ไม่อั้น ข้าวมันไก่มณเฑียร !! ห้องอาหาร เรือนต้น โร,"ไม่อั้น ข้าวมันไก่มณเฑียร !! ห้องอาหาร เรือนต้น โรงแรมมณเฑียร สุรวงศ์ กรุงเทพฯ เปิดตัวแล้วจ้า และติ่มซำ อร่อยๆ กว่า 30 เมนู ทั้งหมดไม่อั้น ราคา 1,488++ ต่อท่าน แต่ตอนนี้มี โปรโมชันสุดคุ้ม ** มา 4 จ่าย 2 เหลือเพียง 875.69 สุทธิ ต่อท่าน ในช่วง มื้อเย็นวันจันทร์ - ศุกร์ ** มา 3 จ่าย 2 เหลือเพียง 1,168.58 สุทธิ ต่อท่าน มื้อเย็นวันเสาร์และอาทิตย์ ** มา 3 จ่าย 2 เหลือเพียง 1,168.58 สุทธิ ต่อท่าน มื้อกลางวันตลอดทุกวัน เปิดบริการวันละ 2 ช่วงเวลา มื้อกลางวัน 11.30 - 14.30 น. มื้อเย็น 17.00 - 20.00 น. ** แนะนำมาถึงตั้งแต่เปิด จะได้นั่งทานได้ยาวๆ ครบทุกเมนู และ ครบเวลาตามรอบ ครับ สอบถาม และ จองที่นั่ง Tel. 02-233-7060 LINE ID: @montienbangkok",,"other, ทั้งหมดไม่อั้น, ช่วงเวลา, มื้อเย็น, ครบทุกเมนู, ราคา",2488,128,591,2025-01-10T15:47:34Z,0.000644,bakery,other,https://www.facebook.com/eatwithpete/videos/1284733609505801/
Instagram,ไม่อั้น ข้าวมันไก่มณเฑียร !! ห้องอาหาร เรือนต้น โร,"ไม่อั้น ข้าวมันไก่มณเฑียร !! ห้องอาหาร เรือนต้น โรงแรมมณเฑียร สุรวงศ์ กรุงเทพฯ เปิดตัวแล้วจ้า ข้าวมันไก่มาเป็นชุด เนื้ออวบแน่น กุ้งหางหงส์สามรส ตัวเบิ้มๆ และติ่มซำ อร่อยๆ กว่า 30 เมนู ทั้งหมดไม่อั้น ในบุฟเฟต์ติ่มซำจักรพรรดิ ปักหมุดตามรอยได้เลย ติ่มซำมีทั้ง ฮะเก๋ากุ้ง ขนมจีบหมู และ ที่ผมชอบมาก กุ้งหางหงส์สามรส กุ้งบด+เนื้อกุ้งแน่นเต็มปากเต็มคำ กับ สาหร่ายไส้กุ้งนึ่ง ชิ้นโตๆ กินแล้วหยุดไม่ได้จริงๆ เผือกทอดรังนกที่ กรอบฟู หอมเผือกเน้นๆ ฟองเต้าหู้ ห่อไส้กุ้งทอดจิ้มกับน้ำจิ้มบ๊วย อร่อยมาก รวมถึงกะพง นึ่งซีฟู้ด กะพงห่อกุ้งนึ่งซีอิ๊ว ซี่โครงหมูเต้าชี่ ขนมผักกาด ส่วน ซาลาเปาก็มีไส้ให้เลือกไม่ว่าจะเป็น ซาลาเปาไส้ หมูแดง ซาลาเปาไส้หมูสับเนื้อแน่นๆ ซาลาเปาไส้ครีม และ ซาลาเปาไส้ครีมลาวา ไส้เยิ้มไหลทะลักแบบนี้เลย เผื่อท้องดีๆ เพราะอร่อยทุกอย่าง ห้ามพลาด ข้าวผัด หยางโจว หมูผัดซอสเอ็กซ์โอ เนื้อปลาผัดพริกไทยดำ ซุปเยื่อไผ่ ซุปข้าวโพดเนื้อปู หวานหอม เนื้อปูก้อนเน้นๆ ซดร้อนๆ อร่อยเหมือนกินซุปข้าวโพดตอนเด็กๆเลยฮะ จัดต่อ เนื้อปลาผัดพริกไทยดํา บร็อคโคลีผัดกระเทียม คะน้าฮ่องกงน้ำมันหอย บะหมี่ฮกเกี้ยนกุ้งหมูแดง หมี่ซั่ว ผัดแห้งสไตล์ฮ่องกง ปิดท้ายของหวาน มี แปะก๊วยร้อน/เย็น บัวลอยน้ำขิง สาคูแคนตาลูป เต้าฮวยฟรุตสลัด รวมเครื่องดื่มแล้ว ทั้ง ชาจีน และ เก๊กฮวย แบบร้อน หรือ เย็น ราคา 1,488++ ต่อท่าน แต่ตอนนี้มี โปรโมชันสุดคุ้ม ** มา 4 จ่าย 2 เหลือเพียง 875.69 สุทธิ ต่อท่าน ในช่วง มื้อเย็นวันจันทร์ - ศุกร์ ** มา 3 จ่าย 2 เหลือเพียง 1,168.58 สุทธิ ต่อท่าน มื้อเย็นวันเสาร์และอาทิตย์ ** มา 3 จ่าย 2 เหลือเพียง 1,168.58 สุทธิ ต่อท่าน มื้อกลางวันตลอดทุกวัน เปิดบริการวันละ 2 ช่วงเวลา มื้อกลางวัน 11.30 - 14.30 น. มื้อเย็น 17.00 - 20.00 น. ** แนะนำมาถึงตั้งแต่เปิด จะได้นั่งทานได้ยาวๆ ครบทุกเมนู และ ครบเวลาตามรอบ ครับ สอบถาม และ จองที่นั่ง Tel. 02-233-7060 LINE ID: @montienbangkok",,"สาคูแคนตาลูป, other, ครบทุกเมนู, เผือกทอดรังนกที่, เหลือเพียง, ข้าวมันไก่มณเฑียร",2887,473,858,2025-07-31T15:47:34Z,0.000913,bakery,other,https://www.facebook.com/eatwithpete/posts/1343723830455308
Facebook,เรื่องกินเราไม่พลาด เรื่องจริงเราก็ไม่เงียบ ช่วยกั,เรื่องกินเราไม่พลาด เรื่องจริงเราก็ไม่เงียบ ช่วยกันแชร์ความจริงให้โลกได้รู้ . We never miss a meal. We never silence the real. Let’s share it with the world. . #CambodiaOpenedFire #กัมพูชายิงก่อน #ไทยนี้รักสงบแต่ถึงรบไม่ขลาด,"#CambodiaOpenedFire, #กัมพูชายิงก่อน, #ไทยนี้รักสงบแต่ถึงรบไม่ขลาด","other, ช่วยกันแชร์ความจริงให้โลกได้รู้, กัมพูชายิงก่อน, เรื่องกินเราไม่พลาด, เรื่องจริงเราก็ไม่เงียบ, ไทยนี้รักสงบแต่ถึงรบไม่ขลาด",190,139,37,2024-04-06T15:47:34Z,8.3e-05,bakery,other,https://www.facebook.com/Starvingtime/posts/pfbid0yQGoiXm28d8EgH9XLSbRpgfxPdPmsA3ZvY3CPwVUQvkASeT83gxh3HNRQ6QJJJsWl
Instagram,เผ็ดแบบใต้แท้ ๆ ถึงเครื่องอาหารใต้ทุกคำ ‘ปากนัง’ ร,เผ็ดแบบใต้แท้ ๆ ถึงเครื่องอาหารใต้ทุกคำ ‘ปากนัง’ ร้านอาหารใต้ ที่ถูกส่งต่อรสชาติมาถึงรุ่นที่ 3 ทุกเมนูเต็มไปด้วยกลิ่นอาย ‘รสมือคุณยายละมูล’ . ✨ จุดเด่น - แกงส้มใต้ น้ำแกงร้อนแรงแบบใต้แท้ ถึงเครื่องพริกแกงสูตรคุณยายละมูล - วัตถุดิบเมนู Seasonal เดือนก.ค.นี้คือ “มังคุดคัด” หวาน กรุบกรอบ เคี้ยวเพลินมาก - ข้าวผัดไตปลาแห้ง ใช้ไตปลาแห้งของแท้ของจากส่งตรงจากใต้ กลิ่นหอมเตะจมูก รสปักษ์ใต้แท้ ๆ - รวมกอและย่าง หอมเครื่องเทศ นัวร์ทุกคำ ทานคู่กับข้าวเหนียวขมิ้นหอม ๆ . 👇🏻 อ่านเพิ่มเติม ในคอมเมนต์! More information in comment! . #PakNang #ปากนัง #STinterview #STช่างถาม #Starvingtime #เรื่องกินเรื่องใหญ่,"#PakNang, #ปากนัง, #STinterview, #STช่างถาม, #Starvingtime, #เรื่องกินเรื่องใหญ่","other, แกงส้มใต้, ทานคู่กับข้าวเหนียวขมิ้นหอม, รสมือคุณยายละมูล, ทุกเมนูเต็มไปด้วยกลิ่นอาย, มังคุดคัด",149,3,11,2024-05-20T15:47:34Z,2.7e-05,bakery,other,https://www.facebook.com/Starvingtime/videos/728480743323421/
TikTok,คิดว่าเป็นขนมอะไรกัน…. . Starvingtime เรื่องกินเ,คิดว่าเป็นขนมอะไรกัน…. . #Starvingtime #เรื่องกินเรื่องใหญ่,"#Starvingtime, #เรื่องกินเรื่องใหญ่","เรื่องกินเ, คิดว่าเป็นขนมอะไรกัน, other, เรื่องกินเรื่องใหญ่",149,36,4,2025-05-31T15:47:34Z,3.3e-05,bakery,other,https://www.facebook.com/Starvingtime/posts/pfbid0aMS2og3oxeoMaFyqXuX2jqSFcV8nRLmw1hyp6ynwsnK1UEs7VE15rxAwrCbcof8pl
Instagram,ว้าวมาก น้ำดื่ม ยี่ห้อไหน อร่อยสุดๆ,ว้าวมาก น้ำดื่ม ยี่ห้อไหน อร่อยสุดๆ,,"other, อร่อยสุดๆ, ว้าวมาก, ยี่ห้อไหน, น้ำดื่ม",286,248,12,2024-10-05T15:47:34Z,0.000117,bakery,other,https://www.facebook.com/TidReview/posts/1336716941452474
Instagram,ชอบยี่ห้อไหนกันทุกคน 🥰🌟✨,ชอบยี่ห้อไหนกันทุกคน 🥰🌟✨,,"ชอบยี่ห้อไหนกันทุกคน, other",85,36,10,2023-12-12T15:47:34Z,2.7e-05,bakery,other,https://www.facebook.com/TidReview/posts/1336715444785957
Facebook,เกาเหลาเลือดหมูคิวแน่น ขายดีจนต้องโทรจอง ชามใหญ่เค,เกาเหลาเลือดหมูคิวแน่น ขายดีจนต้องโทรจอง ชามใหญ่เครื่องแน่นเซี่ยงจี่ชิ้นเบิ้ม !!! . ชื่อร้าน : เกาเหลาเลือดหมูระยอง พิกัด : 283 ถ. เทอดไท แขวงตลาดพลู เขตธนบุรี กรุงเทพมหานคร 10600 GPS : เวลาเปิด-ปิด : 09.15 - 13.00 น. โทร : 0875552461 . #ชีวิตติดรีวิว #เรื่องรีวิวไว้ใจเจ๊,"#ชีวิตติดรีวิว, #เรื่องรีวิวไว้ใจเจ๊","ชามใหญ่เครื่องแน่นเซี่ยงจี่ชิ้นเบิ้ม, other, แขวงตลาดพลู, ชามใหญ่เค, เกาเหลาเลือดหมูระยอง, กรุงเทพมหานคร",3679,18,159,2025-08-05T15:47:34Z,0.000598,bakery,other,https://www.facebook.com/reel/3361457554011549/
Instagram,ขนมเบเกอรี่ other,🥖😘🥰🫶,,"other, ขนมเบเกอรี่",10,0,1,2024-07-14T15:47:34Z,2e-06,bakery,other,https://www.facebook.com/AuBonPainThailand/posts/pfbid0yAWg3m2KKQqCJ6KtXaMwq3cDoDPWb5iJshrGu5f3PGbH9umq6aB8PziKb8mLhNzJl
Instagram,เสิร์ฟความแซ่บ..พร้อมเติมความสดชื่น กับ 2 เมนูใหม่,เสิร์ฟความแซ่บ..พร้อมเติมความสดชื่น กับ 2 เมนูใหม่จากโอบองแปง 🥥🥖🌶️ เมนูฟิวชั่นสไตล์ไทยอีสาน ขนมปังฝรั่งเศสอุ่นร้อน ทาด้วยเนยกระเทียม พร้อมเนื้อไก่พริกไทยดำชิ้นโตคลุกซอสแจ่ม สูตรเด็ด เผ็ด แซ่บ ถึงเครื่อง เพิ่มรสสัมผัส ความหอมด้วย โหระพา ผักชีฝรั่ง หอมซอย แก้เผ็ดด้วย เมนูเครื่องดื่ม Coco-Coff กาแฟดำผสมน้ำมะพร้าวแท้100% หอม เข้ม เติมความสดขื่นได้ดีมาก อยากลองแล้วใช่ไหมน้า… มาลองเลย แล้วจะติดใจ ที่ โอบองแปง ทุกสาขา 👉🏻 สอบถามเพิ่มเติมได้ที่ LINE: . #AuBonPainThailand #โอบองแปง t#เมนูใหม่ #TropicalVibes,"#AuBonPainThailand, #โอบองแปง, #เมนูใหม่, #TropicalVibes","เมนูเครื่องดื่ม, ผักชีฝรั่ง, bread, เมนูใหม่, แล้วจะติดใจ, เสิร์ฟความแซ่บ",25,0,9,2024-02-13T15:47:34Z,7e-06,bakery,bread,https://www.facebook.com/AuBonPainThailand/posts/pfbid0KCcowa4HXmF6hxwDsEGQp6TPALnBULiKimoHiHPLAfPoGBTAYwc1ZwhsL3sFfPBKl
Instagram,มิติใหม่ของครัวซองต์ 3 หัว “Triple Croissant” ครัว,มิติใหม่ของครัวซองต์ 3 หัว “Triple Croissant” ครัวซองต์รูปทรงแปลก หอมกรุ่นกลิ่นเนย ราดคาราเมลซอสฉ่ำๆ พร้อมด้วย Milk Cream รสสัมผัสนุ่ม ฟู รสชาติหวาน ละมุน อร่อยลงตัวมาก แนะนำต้องลอง!!! . มีจำหน่ายที่โอบองแปง 21 สาขาเท่านั้น . 👉🏻 สอบถามเพิ่มเติมได้ที่ได้ที่ LINE: . #AuBonPainThailand #Triplecroissant,"#AuBonPainThailand, #Triplecroissant","อร่อยลงตัวมาก, รสสัมผัสนุ่ม, มีจำหน่ายที่โอบองแปง, ครัวซองต์รูปทรงแปลก, pasty, พร้อมด้วย",24,0,1,2023-12-10T15:47:34Z,4e-06,bakery,pasty,https://www.facebook.com/AuBonPainThailand/posts/pfbid0urjqqsi56mCtcnacLmV5oZWfCkoXmxKaj5Z5x9ijgKMHeEMunayopa3YyWcEjh5Ml
Facebook,💚❤Seared Salmon on the Christmas Garden ปลาแซลมอลจ,💚❤Seared Salmon on the Christmas Garden ปลาแซลมอลจากนอร์เวย์ เนื้อนุ่มแน่น ย่างจนหนังกรอบทานคู่กับมันฝรั่งทอด และสลัดผักเคลที่มีทั้งสตรอเบอรี่ แครนเบอรรี่อบแห้ง เกาลัดและ เมลอน ราดด้วยซอสแรนช์และบัลซามิก เสิร์ฟพร้อมเลมอนฝานเพิ่มความสดชื่น รสชาติอร่อยแบบลงตัว🥰 ให้บริการ 4 สาขา เซ็นทรัลเอ็มบาสซี่ เอ็มควอเทียร์ เดอะคริสตัล และสารสิน #deandelucathailand14years #deananddelucathailand #deandeluca #deananddeluca #deandelucathailand #festive #festivemenu,"#deandelucathailand14years, #deananddelucathailand, #deandeluca, #deananddeluca, #deandelucathailand, #festive, #festivemenu","รสชาติอร่อยแบบลงตัว, เดอะคริสตัล, other, ให้บริการ, ย่างจนหนังกรอบทานคู่กับมันฝรั่งทอด, และสลัดผักเคลที่มีทั้งสตรอเบอรี่",18,0,7,2024-04-06T15:47:34Z,6e-06,bakery,other,https://www.facebook.com/ddbkk/posts/pfbid02LDosxCDyGpBb5Z7ftgBtaUnpGPGAnLyEfXzsefRKWkDbR9NjKiaw1K3H2z2zJkYFl
Facebook,ดีน แอนด์ เดลูก้า ขอเสนอไอเดียในการเลือกของขวัญสุด,ดีน แอนด์ เดลูก้า ขอเสนอไอเดียในการเลือกของขวัญสุดพิเศษ🎁สำหรับเทศกาลแห่งความสุขที่ใกล้เข้ามานี้ โดยสามารถเลือกชุดของขวัญผ่าน Hamper Catalog 2024-2025 ได้ไม่ว่าจะเป็น ช็อคโกแลต🍫 บิสกิต🍪 ชา🫖 กาแฟ☕ กระเป๋าผ้า👜 และแก้วกาแฟ มาเลือกชุดของขวัญสุดพิเศษให้เพื่อนร่วมงานหรือคนที่คุณรักกันLink: Contact our corporate team : 081-900-7282#deandelucathailand14years #deananddelucathailand #deandeluca #deananddeluca #festive #festivegifts,"#deandelucathailand14years, #deananddelucathailand, #deandeluca, #deananddeluca, #festive, #festivegifts","กระเป๋าผ้า, other, ชา, ช็อคโกแลต, ได้ไม่ว่าจะเป็น, บิสกิต",12,3,1,2025-02-04T15:47:34Z,3e-06,bakery,other,https://www.facebook.com/reel/2335061883508362/
Facebook,เพลิดเพลินกับการดื่มชาที่บ้านได้ง่ายๆด้วยใบชาเต็มใ,เพลิดเพลินกับการดื่มชาที่บ้านได้ง่ายๆด้วยใบชาเต็มใบคุณภาพจากดีน แอนด์ เดลูก้า มี 5 รสชาติให้เลือกสรร 🌱DEAN & DELUCA Blend : ชาดำอัสสัมเข้มข้นด้วยกลิ่นของมอลต์ และดอกไม้ 🌱English Breakfast Tea : ชาดำรสชาติเข้มด้วยกลิ่นของมอลต์ และช็อคโกแลต 🌱Green Tea Mango Jasmine : ชาเขียวรสนุ่มและสดชื่นด้วยกลิ่นของมะม่วงและมะลิ 🌱Black Tea Coconut Vanilla : ชาดำรสละมุนด้วยกลิ่นมะพร้าวและวานิลา 🌱Black Tea Lychee Rose : ชาดำที่หอมอบอวนด้วยกลิ่นลิ้นจี่และกุหลาบ ราคากล่องละ 595 บาท วางจำหน่ายแล้วตั้งแต่วันนี้ #deandelucathailand14years #deananddelucathailand #deandelucathailand #deandeluca #deananddeluca #festivegifts #festive #festivegifting #tealover☕️ #teatime #tealovers #tealover #tea,"#deandelucathailand14years, #deananddelucathailand, #deandelucathailand, #deandeluca, #deananddeluca, #festivegifts, #festive, #festivegifting, #tealover, #teatime, #tealovers, #tealover, #tea","ชาดำรสชาติเข้มด้วยกลิ่นของมอลต์, บาท, other, เพลิดเพลินกับการดื่มชาที่บ้านได้ง่ายๆด้วยใบชาเต็มใบคุณภาพจากดีน, เพลิดเพลินกับการดื่มชาที่บ้านได้ง่ายๆด้วยใบชาเต็มใ, ชาดำที่หอมอบอวนด้วยกลิ่นลิ้นจี่และกุหลาบ",17,0,2,2024-11-29T15:47:34Z,3e-06,bakery,other,https://www.facebook.com/ddbkk/posts/pfbid026eJ5yzUEe7kBcd9nC7Z9hD6QouqR1sjo1MjgwCuAzt1jcqz2PxLTievjMuqvQiMil
